БЕЛОГОРСК;БІЛОГІРСЬК;1,5;6;6;0;8
БЕЛЯЕВКА;БІЛЯЇВКА;2,2;6;5;0;3502
БЛАГОВЕЩЕНСКОЕ;БЛАГОВІЩЕНСЬКЕ;1,5;6;6;0;107
БОБРИНЕЦ;БОБРИНЕЦЬ;1,5;6;6;0;108
БОГОДУХОВ;БОГОДУХІВ;1,5;6;6;0;200
БОЛГРАД;БОЛГРАД;1,5;6;6;0;160
БОРОДЯНКА;БОРОДЯНКА;2,2;6;5;0;3367
БРОДЫ;БРОДИ;1,5;6;6;0;137
БРЯНКА;БРЯНКА;1,5;6;6;0;116
БУТЕНКИ;БУТЕНКИ;2,2;6;5;0;3337
ВАЛКИ;ВАЛКИ;1,5;6;6;0;201
ВАСИЛЬЕВКА;ВАСИЛІВКА;1,5;6;6;0;79
ВЕЛИКАЯ АЛЕКСАНДРОВКА;ВЕЛИКА ОЛЕКСАНДРІВКА;1,5;6;6;0;208
ВИЖНИЦА;ВИЖНИЦЯ;1,5;6;6;0;233
ВИНОГРАДОВ;ВИНОГРАДІВ;1,5;6;6;0;68
ВОЛЬНЯНСК;ВІЛЬНЯНСЬК;1,5;6;6;0;3433
ОЛЬШАНКА;ВІЛЬШАНКА;1,5;6;6;0;114
ВОЛЧАНСК;ВОВЧАНСЬК;1,5;6;6;0;202
ВОЗНЕСЕНСК;ВОЗНЕСЕНСЬК;1,5;6;6;0;144
ВОЛНОВАХА;ВОЛНОВАХА;1,5;6;6;0;52
ВЛАДИМИРЕЦ;ВОЛОДИМИРЕЦЬ;1,5;6;6;0;177
ГАЙВОРОН;ГАЙВОРОН;1,5;6;6;0;109
ГАЙСИН;ГАЙСИН;1,5;6;6;0;14
ГЕНИЧЕСК;ГЕНІЧЕСЬК;1,5;6;6;0;209
ГЛЫБОКАЯ;ГЛИБОКА;1,5;6;6;0;234
ГЛУХОВ;ГЛУХІВ;1,5;6;6;0;182
ГОЛАЯ ПРИСТАНЬ;ГОЛА ПРИСТАНЬ;1,5;6;6;0;210
ГОЛУБОВКА;ГОЛУБІВКА;1,5;6;6;0;117
ГОРИШНИ ПЛАВНИ;ГОРІШНІ ПЛАВНІ;1,5;6;6;0;164
ГОРНОСТАЕВКА;ГОРНОСТАЇВКА;1,5;6;6;0;211
ГОРОДОК;ГОРОДОК;1,5;6;6;0;220
ГОРОХОВ;ГОРОХІВ;1,5;6;6;0;25
ДЖАНКОЙ;ДЖАНКОЙ;1,5;6;6;0;2
ДОБРОПОЛЬЕ;ДОБРОПІЛЛЯ;1,5;6;6;0;40
ДОБРОСЛАВ;ДОБРОСЛАВ;2,2;6;5;0;3336
СВЕРДЛОВСК;ДОВЖАНСЬК;1,5;6;6;0;125
ДОЛИНСКАЯ;ДОЛИНСЬКА;1,5;6;6;0;110
ДОМАНЁВКА;ДОМАНІВКА;1,5;6;6;0;147
ДРОГОБЫЧ;ДРОГОБИЧ;1,5;6;6;0;133
ДУБНО;ДУБНО;1,5;6;6;0;175
ДУНАЕВЦЫ;ДУНАЇВЦІ;1,5;6;6;0;221
ЭНЕРГОДАР;ЕНЕРГОДАР;1,5;6;6;0;78
ЕНАКИЕВО;ЄНАКІЄВЕ;1,5;6;6;0;41
ЖМЕРИНКА;ЖМЕРИНКА;1,5;6;6;0;10
ЖОЛКВА;ЖОВКВА;1,5;6;6;0;140
ЖЁЛТЫЕ ВОДЫ;ЖОВТІ ВОДИ;1,5;6;6;0;30
ЗВЕНИГОРОДКА;ЗВЕНИГОРОДКА;1,5;6;6;0;229
ЗЕНЬКОВ;ЗІНЬКІВ;1,5;6;6;0;168
ЗНАМЕНКА;ЗНАМ'ЯНКА;1,5;6;6;0;105
ЗОЛОТОНОША;ЗОЛОТОНОША;1,5;6;6;0;226
ЗОЛОЧЕВ;ЗОЛОЧІВ;1,5;6;6;0;138
ИВАНКОВ;ІВАНКІВ;1,5;6;6;0;96
ИЗМАИЛ;ІЗМАЇЛ;1,5;6;6;0;154
ИЗЮМ;ІЗЮМ;1,5;6;6;0;194
ДРУГИЕ НАСЕЛЁННЫЕ ПУНКТЫ;ІНШІ НАСЕЛЕНІ ПУНКТИ;1,5;6;6;1;3797
ИРШАВА;ІРШАВА;1,5;6;6;0;69
КАГАРЛЫК;КАГАРЛИК;1,5;6;6;0;97
КАДИЕВКА;КАДІЇВКА;1,5;6;6;0;127
КАЛАНЧАК;КАЛАНЧАК;1,5;6;6;0;212
КАЛИНОВКА;КАЛИНІВКА;1,5;6;6;0;20
КАЛУШ;КАЛУШ;1,5;6;6;0;82
КАМЕНКА БУГСКАЯ;КАМ'ЯНКА-БУЗЬКА;1,5;6;6;0;139
КАМЕНЬ-КАШИРСКИЙ;КАМІНЬ-КАШИРСЬКИЙ;1,5;6;6;0;26
КАНЕВ;КАНІВ;1,5;6;6;0;225
КАХОВКА;КАХОВКА;2,2;6;5;0;3528
КЕЛЬМЕНЦЫ;КЕЛЬМЕНЦІ;1,5;6;6;0;235
КИЦМАНЬ;КІЦМАНЬ;1,5;6;6;0;236
КОБЕЛЯКИ;КОБЕЛЯКИ;1,5;6;6;0;169
КОВЕЛЬ;КОВЕЛЬ;1,5;6;6;0;23
КОЗЕЛЕЦ;КОЗЕЛЕЦЬ;1,5;6;6;0;242
КАЗАТИН;КОЗЯТИН;1,5;6;6;0;19
КОЛОМЫЯ;КОЛОМИЯ;1,5;6;6;0;83
КОНОТОП;КОНОТОП;1,5;6;6;0;183
КОРОСТЕНЬ;КОРОСТЕНЬ;1,5;6;6;0;58
КОРОСТЫШЕВ;КОРОСТИШІВ;2,2;6;5;0;3572
КОРСУНЬ-ШЕВЧЕНКОВСКИЙ;КОРСУНЬ-ШЕВЧЕНКІВСЬКИЙ;1,5;6;6;0;230
КОСОВ;КОСІВ;1,5;6;6;0;84
КОСТОПОЛЬ;КОСТОПІЛЬ;1,5;6;6;0;178
КОНСТАНТИНОВКА;КОСТЯНТИНІВКА;1,5;6;6;0;43
КОЦЮБЫНЬСКЕ;КОЦЮБИНЬСКЕ;1,5;6;6;0;3533
КРАСИЛОВ;КРАСИЛІВ;1,5;6;6;0;222
КРАСНОГРАД;КРАСНОГРАД;1,5;6;6;0;3338
КРАСНОПЕРЕКОПСК;КРАСНОПЕРЕКОПСЬК;1,5;6;6;0;5
КРЕМЕНЕЦ;КРЕМЕНЕЦЬ;1,5;6;6;0;189
КРЫЖОПОЛЬ;КРИЖОПІЛЬ;1,5;6;6;0;15
КУПЯНСК;КУП'ЯНСЬК;1,5;6;6;0;195
ЛЕБЕДИН;ЛЕБЕДИН;1,5;6;6;0;184
ЛЕТИЧЕВ;ЛЕТИЧІВ;1,5;6;6;0;223
ЛИПОВЕЦ;ЛИПОВЕЦЬ;1,5;6;6;0;21
ЛОЗОВАЯ;ЛОЗОВА;1,5;6;6;0;196
ЛОХВИЦА;ЛОХВИЦЯ;1,5;6;6;0;170
ЛУБНЫ;ЛУБНИ;1,5;6;6;0;166
ЛУТУГИНО;ЛУТУГИНЕ;1,5;6;6;0;128
ЛЮБАШЁВКА;ЛЮБАШІВКА;1,5;6;6;0;161
ЛЮБОМЛЬ;ЛЮБОМЛЬ;1,5;6;6;0;27
ЛЮБОТИН;ЛЮБОТИН;1,5;6;6;0;3621
МАКАРОВ;МАКАРІВ;1,5;6;6;0;99
МАЛАЯ ВИСКА;МАЛА ВИСКА;1,5;6;6;0;111
МАРЬИНКА;МАР'ЇНКА;1,5;6;6;0;54
МАРКОВКА;МАРКІВКА;1,5;6;6;0;129
МЕНА;МЕНА;1,5;6;6;0;243
МЕРЕФА;МЕРЕФА;1,5;6;6;0;204
МИРГОРОД;МИРГОРОД;1,5;6;6;0;167
МИРОНОВКА;МИРОНІВКА;1,5;6;6;0;100
МЕЖГОРЬЕ;МІЖГІР'Я;1,5;6;6;0;70
МОГИЛЁВ-ПОДОЛЬСКИЙ;МОГИЛІВ-ПОДІЛЬСЬКИЙ;1,5;6;6;0;11
МУКАЧЕВО;МУКАЧЕВЕ;1,5;6;6;0;66
НАДВОРНАЯ;НАДВІРНА;1,5;6;6;0;85
НАТАЛИНО;НАТАЛИНЕ;1,5;6;6;0;3789
НЕМИРОВ;НЕМИРІВ;1,5;6;6;0;16
НЕТЕШИН;НЕТІШИН;1,5;6;6;0;217
НЕЧАЯННОЕ;НЕЧАЯНЕ;1,5;6;6;0;148
НЕЖИН;НІЖИН;1,5;6;6;0;239
НИКОЛЬСКОЕ;НІКОЛЬСЬКЕ;1,5;6;6;0;53
НОВАЯ КАХОВКА;НОВА КАХОВКА;1,5;6;6;0;207
НОВАЯ ОДЕССА;НОВА ОДЕСА;1,5;6;6;0;150
НОВГОРОДКА;НОВГОРОДКА;1,5;6;6;0;112
НОВЫЙ БУГ;НОВИЙ БУГ;1,5;6;6;0;149
НОВОВОЛЫНСК;НОВОВОЛИНСЬК;1,5;6;6;0;24
НОВОГРАД-ВОЛЫНСКИЙ;НОВОГРАД-ВОЛИНСЬКИЙ;1,5;6;6;0;59
НОВОМОСКОВСК;НОВОМОСКОВСЬК;1,5;6;6;0;33
НОВОСЕЛИЦА;НОВОСЕЛИЦЯ;1,5;6;6;0;237
НОВОУКРАИНКА;НОВОУКРАЇНКА;1,5;6;6;0;113
НОВОЯВОРОВСК;НОВОЯВОРІВСЬК;1,5;6;6;0;142
ОБУХОВ;ОБУХІВ;1,5;6;6;0;101
ОВРУЧ;ОВРУЧ;1,5;6;6;0;60
АЛЕКСАНДРИЯ;ОЛЕКСАНДРІЯ;1,5;6;6;0;104
АЛЕШКИ;ОЛЕШКИ;1,5;6;6;0;214
ОСТРОГ;ОСТРОГ;1,5;6;6;0;176
АХТЫРКА;ОХТИРКА;1,5;6;6;0;181
ПЕРВОМАЙСК;ПЕРВОМАЙСЬК;1,5;6;6;0;145
ПЕРВОМАЙСКИЙ;ПЕРВОМАЙСЬКИЙ;1,5;6;6;0;197
ПЕРЕВАЛЬСК;ПЕРЕВАЛЬСЬК;1,5;6;6;0;3362
ПЕРЕЩЕПИНО;ПЕРЕЩЕПИНЕ;1,5;6;5;0;3751
ПЕРЕЯСЛАВ-ХМЕЛЬНИЦКИЙ;ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКИЙ;1,5;6;6;0;91
ПИРЯТИН;ПИРЯТИН;1,5;6;6;0;171
ПОДГАЙЦЫ;ПІДГАЙЦІ;1,5;6;6;0;190
ПЕСОЧИН;ПІСОЧИН;1,5;6;6;0;205
ПОДОЛЬСК;ПОДІЛЬСЬК;1,5;6;6;0;156
ПОКРОВСК;ПОКРОВСЬК;1,5;6;6;0;45
ПОКРОВСКОЕ;ПОКРОВСЬКЕ;1,5;6;6;0;36
ПОЛОГИ;ПОЛОГИ;1,5;6;6;0;80
ПОПЕЛЬНЯ;ПОПІЛЬНЯ;1,5;6;6;0;61
ПРИЛУКИ;ПРИЛУКИ;1,5;6;6;0;240
ПУТИВЛЬ;ПУТИВЛЬ;1,5;6;6;0;187
РАДОМЫШЛЬ;РАДОМИШЛЬ;1,5;6;6;0;62
РАХОВ;РАХІВ;1,5;6;6;0;71
РОВЕНЬКИ;РОВЕНЬКИ;1,5;6;6;0;123
РАЗДЕЛЬНАЯ;РОЗДІЛЬНА;1,5;6;6;0;162
РОКИТНОЕ;РОКИТНЕ;1,5;6;5;0;3781
РОМНЫ;РОМНИ;1,5;6;6;0;185
РУБЕЖНОЕ;РУБІЖНЕ;1,5;6;6;0;124
САМБОР;САМБІР;1,5;6;6;0;134
САРНЫ;САРНИ;1,5;6;6;0;179
СВАЛЯВА;СВАЛЯВА;1,5;6;6;0;72
СВАТОВО;СВАТОВЕ;1,5;6;6;0;130
СВЕТЛОВОДСК;СВІТЛОВОДСЬК;1,5;6;6;0;106
СЕМЁНОВКА;СЕМЕНІВКА;1,5;6;6;0;172
СКАДОВСК;СКАДОВСЬК;1,5;6;6;0;213
СЛАВУТА;СЛАВУТА;1,5;6;5;0;3469
СЛАВУТИЧ;СЛАВУТИЧ;1,5;6;6;0;93
СМЕЛА;СМІЛА;1,5;6;6;0;227
СНИГИРЁВКА;СНІГУРІВКА;1,5;6;6;0;151
СНЕЖНОЕ;СНІЖНЕ;1,5;6;6;0;3344
СОЛОНИЦЕВКА;СОЛОНИЦІВКА;1,5;6;5;0;3635
СОРОКИНО;СОРОКИНЕ;1,5;6;6;0;119
СОФИЕВСКАЯ БОРЩАГОВКА;СОФІЇВСЬКА БОРЩАГІВКА;1,5;6;6;0;98
СТАВИЩЕ;СТАВИЩЕ;1,5;6;6;0;102
СТАРЫЙ САМБОР;СТАРИЙ САМБІР;1,5;6;6;0;141
СТАРОБЕШЕВО;СТАРОБЕШЕВЕ;1,5;6;6;0;55
СТАРОБЕЛЬСК;СТАРОБІЛЬСЬК;1,5;6;6;0;131
СТАРОКОНСТАНТИНОВ;СТАРОКОСТЯНТИНІВ;1,5;6;6;0;219
СТРЫЙ;СТРИЙ;1,5;6;6;0;135
ТЕРЕБОВЛЯ;ТЕРЕБОВЛЯ;1,5;6;6;0;191
ТУТИЕВ;ТЕТІЇВ;2,2;6;5;0;3369
ТОКМАК;ТОКМАК;1,5;6;6;0;77
ТРОСТЯНЕЦ;ТРОСТЯНЕЦЬ;1,5;6;5;0;3392
ТУЛЬЧИН;ТУЛЬЧИН;1,5;6;6;0;17
ТЯЧЕВ;ТЯЧІВ;1,5;6;6;0;73
УЗИН;УЗИН;1,5;6;5;0;3772
УМАНЬ;УМАНЬ;1,5;6;6;0;228
ФАСТОВ;ФАСТІВ;1,5;6;6;0;92
ФЕОДОСИЯ;ФЕОДОСІЯ;1,5;6;6;0;6
ХАРЦЫЗСК;ХАРЦИЗЬК;1,5;6;6;0;49
ХМЕЛЬНИК;ХМІЛЬНИК;1,5;6;6;0;12
ХРЕСТИВКА;ХРЕСТІВКА;1,5;6;5;0;3734
КРАСНЫЙ ЛУЧ;ХРУСТАЛЬНИЙ;1,5;6;6;0;120
ХУСТ;ХУСТ;1,5;6;6;0;67
ЧЕРВОНОГРАД;ЧЕРВОНОГРАД;1,5;6;6;0;136
ЧИСТЯКОВО;ЧИСТЯКОВЕ;1,5;6;6;0;48
ЧЕРНОМОРСК;ЧОРНОМОРСЬК;1,5;6;6;0;155
ЧОРТКОВ;ЧОРТКІВ;1,5;6;6;0;192
ЧУГУЕВ;ЧУГУЇВ;1,5;6;6;0;198
ЧУДНОВ;ЧУДНІВ;1,5;6;6;0;63
ЧУТОВО;ЧУТОВЕ;1,5;6;6;0;173
ШАХТЁРСК;ШАХТАРСЬК;1,5;6;6;0;50
ШЕПЕТОВКА;ШЕПЕТІВКА;1,5;6;6;0;218
ШОСТКА;ШОСТКА;1,5;6;6;0;186
ШПОЛА;ШПОЛА;1,5;6;6;0;231
ЮЖНОЕ;ЮЖНЕ;1,5;6;6;0;157
ЮЖНОУКРАИНСК;ЮЖНОУКРАЇНСЬК;1,5;6;6;0;146
ЯВОРОВ;ЯВОРІВ;1,5;6;5;0;3355
ЯЛТА;ЯЛТА;1,5;6;6;0;7
ЯМПОЛЬ;ЯМПІЛЬ;1,5;6;6;0;18
ЯСИНОВАТАЯ;ЯСИНУВАТА;1,5;6;6;0;51
ЗА ПРЕДЕЛАМИ УКРАИНЫ;ЗA МЕЖАМИ УКРАЇНИ;5;7;7;1;3345
